date,交通和通信,医疗保健和个人用品,娱乐教育文化用品及服务,家庭设备用品及维修服务,居住,烟酒及用品,衣着,食品
2025-07-07,110.74036666666666,110.29870882352941,110.64594705882352,110.564764,111.59667777777777,109.61088571428571,110.47402777777778,110.63112765957446
2025-07-08,110.64130833333333,110.21239411764705,110.57261176470588,110.51630800000001,111.42200555555556,109.61255714285714,110.35620277777778,110.51758510638298
2025-07-09,110.47896250000001,110.07044705882353,110.52815,110.3797,111.25261111111111,109.44608571428572,110.2576138888889,110.43870638297872
2025-07-10,110.39941666666668,109.92210588235294,110.40260882352942,110.273024,111.06771666666667,109.28458571428571,110.09526111111111,110.28393191489361
2025-07-11,110.27144166666666,109.80121470588236,110.29512352941177,110.207904,110.94852777777777,109.25534285714286,109.96859166666667,110.19328510638297
2025-07-12,110.21061666666667,109.72113823529412,110.17324411764706,110.17377200000001,110.80490555555555,109.1659,109.85976944444445,110.04927872340426
2025-07-13,110.23206666666665,109.58576764705882,110.09279705882352,110.06787200000001,110.65717222222221,109.03342857142857,109.74556666666666,109.91113829787236
2025-07-14,110.11311666666667,109.51715,110.05152647058824,109.957004,110.58996666666667,108.96000000000001,109.62233611111111,109.78961489361701
2025-07-15,109.98628333333333,109.36435294117646,109.90388529411766,109.839412,110.44712777777778,108.81797142857144,109.53498611111111,109.70024042553192
2025-07-16,109.91424166666667,109.31521764705883,109.84379999999999,109.674464,110.3600388888889,108.90252857142856,109.344325,109.55115319148936
2025-07-17,109.769175,109.1627,109.75068529411764,109.59367200000001,110.16726666666666,108.76498571428571,109.26343888888889,109.49241063829787
2025-07-18,109.73673333333333,109.12495294117647,109.65623823529413,109.493,110.06409444444445,108.67905714285715,109.17101666666666,109.45178936170213
2025-07-19,109.57830833333333,109.05741470588235,109.59804117647059,109.329768,110.03399444444445,108.65185714285714,109.11666666666666,109.33988297872341
2025-07-20,109.43867083333333,108.98492058823528,109.53732352941176,109.22684,109.97170555555556,108.65265714285715,109.04209166666666,109.2245085106383
2025-07-21,109.42211250000001,108.89346470588237,109.37432352941175,109.162668,109.8216888888889,108.52617142857142,108.93465277777779,109.1372914893617
2025-07-22,109.38338333333333,108.84380882352941,109.21248529411764,109.12925999999999,109.6737,108.4693,108.84898055555556,109.05222765957447
2025-07-23,109.28396249999999,108.71958823529411,109.13138235294117,109.050536,109.62098888888889,108.59162857142857,108.77803611111112,109.00798085106383
2025-07-24,109.19907083333334,108.6766,109.01899411764707,108.94677600000001,109.55373888888889,108.45538571428571,108.71377222222222,108.8825425531915
2025-07-25,109.15615833333334,108.69447352941177,108.92898529411765,108.88796,109.48722222222221,108.45254285714284,108.61845,108.76618510638298
2025-07-26,109.0311875,108.64430588235294,108.83972647058823,108.86618399999999,109.43154444444446,108.30777142857143,108.57305555555556,108.63978510638299
2025-07-27,108.96549166666667,108.59483529411764,108.70383529411765,108.82006799999999,109.34943333333334,108.23528571428571,108.46307777777777,108.53309787234042
2025-07-28,108.88732499999999,108.46044705882353,108.56255294117648,108.67747600000001,109.21306111111112,108.15065714285713,108.40043333333332,108.47380638297872
2025-07-29,108.75949166666668,108.43430000000001,108.48271176470588,108.60578,109.12285,108.07771428571428,108.28769166666666,108.36979574468086
2025-07-30,108.74723333333333,108.38920588235294,108.4746,108.526096,109.03482222222222,107.97392857142857,108.19337777777778,108.24808510638297
2025-07-31,108.67214583333333,108.19142352941176,108.38034117647058,108.43969999999999,108.83854444444444,107.89911428571429,108.01449722222223,108.12937234042553
2025-08-01,108.60211249999999,108.13310882352941,108.28145,108.32032799999999,108.81512777777778,107.93575714285714,107.87965833333334,108.00070638297872
2025-08-02,108.45525416666668,108.03625,108.23335882352941,108.237416,108.6564,107.82682857142856,107.826875,107.92464255319149
2025-08-03,108.37626666666667,107.99472352941177,108.13710882352942,108.10701999999999,108.52926111111111,107.87201428571429,107.73790000000001,107.85011914893617
2025-08-04,108.19932916666666,107.90795294117646,108.04843529411765,108.02154399999999,108.54801111111111,107.74787142857143,107.67148333333334,107.77722978723405
2025-08-05,108.13755833333333,107.84384117647059,107.93813823529412,107.88029200000001,108.47341111111112,107.70102857142857,107.60431111111112,107.70761276595745
2025-08-06,108.03780833333333,107.75806176470589,107.81850294117646,107.87724,108.44051666666667,107.65138571428572,107.49592777777778,107.63445106382979
2025-08-07,107.92295833333333,107.65983529411766,107.72843235294118,107.789428,108.34999444444445,107.54448571428573,107.415325,107.52447234042553
2025-08-08,107.82286666666666,107.64060588235294,107.66493823529412,107.700568,108.27052777777777,107.56808571428571,107.36573055555556,107.42316170212766
2025-08-09,107.73314583333332,107.58783823529411,107.5635882352941,107.603668,108.17312777777778,107.32474285714285,107.23250833333333,107.29626808510639
2025-08-10,107.66861666666667,107.4872,107.47126176470589,107.52416,108.11475555555555,107.2572142857143,107.14250555555556,107.20758723404255
2025-08-11,107.59252500000001,107.39771176470587,107.44265,107.424716,107.9451111111111,107.16512857142857,107.10675277777779,107.17156170212766
2025-08-12,107.46162500000001,107.31532647058825,107.34677058823529,107.30592800000001,107.90945555555555,107.05474285714286,107.03897777777779,107.07191914893616
2025-08-13,107.3755625,107.27263529411765,107.24846470588236,107.243192,107.85547222222222,107.04501428571429,106.95113888888889,106.95935106382979
2025-08-14,107.35255416666666,107.18978823529412,107.15622352941176,107.17898,107.76381111111111,107.03485714285715,106.84519166666666,106.93504468085106
2025-08-15,107.290775,107.16622058823529,107.0615705882353,107.137924,107.71464444444445,106.96382857142858,106.70849166666667,106.86498723404256
2025-08-16,107.2202375,107.11777647058823,106.98077058823529,107.030796,107.5612888888889,106.84368571428571,106.61961944444445,106.77034468085105
2025-08-17,107.10435833333334,107.09079705882354,106.92231176470588,107.01328799999999,107.41322222222223,106.69392857142857,106.51731944444445,106.68278723404256
2025-08-18,106.98522083333334,106.99320294117648,106.8561794117647,107.03018,107.35639444444445,106.64284285714287,106.47693333333333,106.6140170212766
2025-08-19,106.984125,106.93794705882353,106.82268235294117,107.01293600000001,107.23697777777778,106.48907142857142,106.43573611111111,106.5586914893617
2025-08-20,106.95895416666667,106.87373235294118,106.75234411764707,106.928668,107.17010555555555,106.32485714285714,106.34633611111111,106.49684255319148
2025-08-21,106.9196,106.73833529411765,106.65850294117647,106.843156,107.06801666666667,106.25377142857143,106.27761388888888,106.38861489361702
2025-08-22,106.80200416666666,106.61550294117647,106.49178823529412,106.7728,107.02212777777778,106.27251428571428,106.24475000000001,106.38798510638298
2025-08-23,106.75451249999999,106.56157647058824,106.43809117647059,106.67550800000001,106.94522222222221,106.28054285714286,106.14504444444444,106.35622127659575
2025-08-24,106.74029166666666,106.49585588235294,106.28736764705883,106.620396,106.93302222222222,106.28754285714285,106.06922777777778,106.3462255319149
2025-08-25,106.6722125,106.47756470588236,106.22453529411764,106.49866,106.86175,106.27074285714286,106.02910555555555,106.28307234042553
2025-08-26,106.66470833333334,106.4161294117647,106.22219117647057,106.373024,106.79486666666668,106.3024,105.98647777777778,106.22462978723405
2025-08-27,106.58837916666666,106.35431470588235,106.17932941176471,106.353912,106.78724444444444,106.1816,105.934675,106.19398936170214
2025-08-28,106.52509583333334,106.29860882352942,106.07816470588236,106.30050800000001,106.73169999999999,106.05462857142857,105.89000277777778,106.12230638297873
2025-08-29,106.48540416666667,106.21052352941176,106.03448823529412,106.30234,106.65025555555556,105.88517142857143,105.81340277777777,106.08939574468086
2025-08-30,106.46259166666665,106.1819294117647,105.91988235294117,106.263812,106.59032777777777,105.79378571428572,105.84400555555555,106.03995319148936
2025-08-31,106.33549166666667,106.12135294117648,105.87418529411764,106.215712,106.49103333333333,105.69078571428572,105.77465000000001,106.04050638297872
2025-09-01,106.23397083333333,106.09841176470589,105.8321294117647,106.14536400000001,106.4042,105.54788571428571,105.73449166666666,106.01084042553192
2025-09-02,106.18715416666667,106.1015794117647,105.76626470588235,106.086504,106.28743888888889,105.4737142857143,105.61191666666667,105.95661489361702
2025-09-03,106.15546666666667,106.0058294117647,105.71720294117647,106.030056,106.17519444444444,105.39615714285715,105.59233611111111,105.86724255319149
2025-09-04,106.0627875,105.94945588235294,105.65261470588236,106.00574,106.11675555555556,105.24272857142857,105.47178611111111,105.85212978723405
2025-09-05,106.043025,105.80257647058824,105.57561470588236,105.95923199999999,105.95400000000001,105.20675714285714,105.43459444444444,105.82587234042553
2025-09-06,105.97467916666666,105.68472352941177,105.50098823529413,105.94265999999999,105.88665,105.16088571428573,105.41748333333334,105.76206170212765
2025-09-07,105.85642916666666,105.57817352941177,105.48311764705882,105.864684,105.8429,105.11414285714285,105.28556666666667,105.67390425531914
2025-09-08,105.80249583333334,105.54935294117647,105.38514411764706,105.79857200000001,105.68520555555556,104.99447142857142,105.21506666666667,105.62511276595744
2025-09-09,105.70735,105.48540294117647,105.37599411764707,105.74140799999999,105.68992222222222,104.9407142857143,105.19791944444445,105.61021489361701
2025-09-10,105.63912916666668,105.45645588235294,105.29015588235293,105.626424,105.56104444444445,104.9080857142857,105.17165277777778,105.53471702127659
2025-09-11,105.581275,105.35938529411766,105.26132647058823,105.61714400000001,105.45767777777777,104.90155714285713,105.13288333333334,105.5101425531915
2025-09-12,105.51738333333333,105.31243529411765,105.17654705882353,105.54708000000001,105.4398388888889,104.76442857142857,105.05058333333334,105.40868510638298
2025-09-13,105.51089166666667,105.26675,105.05210294117647,105.561736,105.30925555555557,104.78970000000001,105.03737222222223,105.39395106382979
2025-09-14,105.41320416666667,105.2237705882353,104.93268235294119,105.50597599999999,105.30319444444444,104.7238,105.00195000000001,105.29701914893617
2025-09-15,105.36824583333333,105.21109705882353,104.95380882352941,105.43043600000001,105.33481111111111,104.62817142857143,104.93856944444445,105.25275744680852
2025-09-16,105.3350375,105.11734411764706,104.9247794117647,105.397804,105.23218333333334,104.60211428571428,104.92242777777778,105.24150425531914
2025-09-17,105.21010833333332,105.09266764705883,104.90091176470588,105.341112,105.1649888888889,104.48355714285715,104.9066888888889,105.16998723404257
2025-09-18,105.15837083333334,105.02901176470588,104.82668235294118,105.298864,105.08143888888888,104.498,104.83674444444445,105.08697446808512
2025-09-19,105.16165000000001,104.95674117647059,104.76437352941176,105.306888,104.97643333333333,104.45721428571429,104.73513333333332,105.02744680851063
2025-09-20,105.08117499999999,104.90609411764706,104.69638235294119,105.26848,104.89743333333334,104.38857142857144,104.67703611111112,104.94722340425533
2025-09-21,105.04550833333333,104.89212352941176,104.61197647058825,105.232084,104.75736111111111,104.55495714285715,104.60995,104.90056382978723
2025-09-22,105.01370000000001,104.86321176470588,104.54750294117648,105.183584,104.74599444444443,104.51241428571429,104.54545833333333,104.84052978723405
2025-09-23,104.95385416666666,104.79032352941176,104.47917058823529,105.15250400000001,104.74132222222222,104.49205714285713,104.45604722222222,104.77151063829788
2025-09-24,104.87235,104.6885705882353,104.41071764705882,105.101376,104.68900000000001,104.48708571428571,104.4085888888889,104.74008723404255
2025-09-25,104.83375833333334,104.66446176470588,104.33939705882352,105.013968,104.68224444444445,104.43805714285715,104.41956944444445,104.67539574468084
2025-09-26,104.78099166666668,104.6398705882353,104.26376764705883,104.986384,104.58717777777777,104.45125714285713,104.37203333333333,104.65947021276595
2025-09-27,104.72493333333334,104.5793294117647,104.22749705882353,104.939688,104.52243888888889,104.49457142857143,104.31785833333333,104.61421489361702
2025-09-28,104.70457083333334,104.53916764705883,104.2285705882353,104.90842,104.44827222222222,104.4733142857143,104.27510000000001,104.56025957446808
2025-09-29,104.63055416666667,104.45421764705883,104.13790882352941,104.84992399999999,104.39677777777779,104.43145714285713,104.20932222222223,104.54733617021276
2025-09-30,104.52909999999999,104.40009705882353,104.0871088235294,104.71923999999999,104.37004444444445,104.2745,104.18732777777778,104.53173829787234
2025-10-01,104.51797499999999,104.3378205882353,104.01560294117647,104.69085999999999,104.29558333333334,104.25912857142858,104.12784444444445,104.47885957446809
2025-10-02,104.53757916666666,104.29137941176471,103.99279411764707,104.548864,104.33178333333333,104.26855714285715,104.06975555555556,104.46177446808511
2025-10-03,104.457575,104.26608823529412,103.92496470588236,104.522844,104.31101666666667,104.37175714285715,104.01407777777779,104.4112744680851
2025-10-04,104.45425833333333,104.22445294117648,103.83485588235294,104.47873600000001,104.27553888888889,104.31444285714285,103.96386388888888,104.31199787234041
2025-10-05,104.38455833333335,104.20491764705882,103.7955588235294,104.43554,104.19930000000001,104.2865,103.92853055555555,104.29440425531917
2025-10-06,104.38599583333333,104.21295588235294,103.7691,104.406888,104.1488611111111,104.22602857142859,103.9054361111111,104.21811063829787
2025-10-07,104.21285833333333,104.19925882352942,103.77822352941178,104.29442399999999,104.07245555555556,104.14772857142857,103.90067222222223,104.14138723404255
2025-10-08,104.20009583333332,104.12963823529412,103.75577352941177,104.239068,104.13557222222222,104.1385142857143,103.87310555555555,104.11231276595744
2025-10-09,104.14224166666666,104.10675882352942,103.69878235294118,104.228,104.0680611111111,104.11698571428572,103.85733333333333,104.03244255319149
2025-10-10,104.063225,104.03687941176472,103.65441764705882,104.194704,104.03226666666666,104.05544285714286,103.82255833333333,104.00405106382979
2025-10-11,103.93590833333333,104.04885,103.61173823529413,104.21955200000001,104.04423888888888,103.98817142857142,103.78010277777778,103.98988510638297
2025-10-12,103.89979583333333,103.9798205882353,103.58592941176471,104.252804,104.06308333333334,103.98375714285714,103.69443333333334,103.92399787234042
2025-10-13,103.82705416666666,103.95086470588235,103.54807352941177,104.23195600000001,104.04657777777778,104.02215714285714,103.65549722222221,103.86399574468085
2025-10-14,103.7661,103.9787294117647,103.49694705882354,104.234516,104.03215,104.07237142857143,103.63777499999999,103.79504680851063
2025-10-15,103.70699583333334,103.9544382352941,103.47605588235294,104.18704799999999,104.0455,104.07852857142858,103.54871944444444,103.74182340425533
2025-10-16,103.6643625,103.89788235294117,103.47256764705882,104.18160400000001,103.98748333333333,104.07917142857143,103.45689444444444,103.72462765957447
2025-10-17,103.61194166666667,103.88584117647058,103.45276176470588,104.153612,103.94081666666666,104.05402857142857,103.43139166666667,103.72063829787234
2025-10-18,103.63139166666667,103.88841176470589,103.41295882352941,104.06045599999999,103.88359444444444,104.00728571428571,103.41741944444443,103.68966382978724
2025-10-19,103.60594166666668,103.8314,103.34105588235293,104.023256,103.83165555555556,103.89892857142857,103.36700277777778,103.65477021276595
2025-10-20,103.63204583333334,103.80582352941177,103.29857647058824,103.982724,103.87851666666667,103.82634285714286,103.30372222222223,103.58894042553192
2025-10-21,103.56201666666668,103.78548235294117,103.30925,103.906548,103.85081666666666,103.85974285714285,103.22211111111112,103.58517872340424
2025-10-22,103.5733125,103.72972647058823,103.21891764705883,103.886512,103.64158888888889,103.82327142857142,103.20754444444444,103.5859510638298
2025-10-23,103.50062916666667,103.70095294117647,103.16497352941177,103.85562,103.55579444444444,103.69815714285714,103.16051944444445,103.56147021276597
2025-10-24,103.49427083333335,103.62568235294118,103.08338529411765,103.85545599999999,103.52667777777778,103.65921428571428,103.17326944444444,103.54103617021278
2025-10-25,103.46535,103.57037647058824,103.07672647058823,103.819656,103.50432222222223,103.66482857142857,103.15138333333333,103.4852659574468
2025-10-26,103.39027916666667,103.51347352941175,103.06774117647058,103.810392,103.52223333333333,103.65935714285715,103.15414166666667,103.43034680851065
2025-10-27,103.34937500000001,103.46463235294118,103.01317647058823,103.78764799999999,103.50732222222223,103.72364285714286,103.11396666666667,103.38035744680852
2025-10-28,103.25905833333333,103.42929411764706,102.96563529411765,103.795232,103.47537222222223,103.73747142857142,103.12850277777778,103.36037234042553
2025-10-29,103.22774166666666,103.42812647058824,102.95960588235295,103.683564,103.45985,103.71788571428571,103.06235,103.3151744680851
2025-10-30,103.22180416666667,103.34897352941177,102.94682941176471,103.677808,103.40298333333334,103.7414857142857,103.05969166666667,103.2754914893617
2025-10-31,103.1874125,103.32050882352941,102.85639705882352,103.65517200000001,103.30447222222222,103.81748571428571,103.02974444444445,103.26874042553192
2025-11-01,103.18886250000001,103.27505000000001,102.86134117647059,103.59415999999999,103.28799444444445,103.81731428571428,102.9193611111111,103.25633191489361
2025-11-02,103.11827083333333,103.27173823529411,102.80783529411764,103.55296399999999,103.18235555555556,103.86712857142857,102.93738611111111,103.27427234042554
2025-11-03,103.10438333333333,103.25928529411765,102.76162352941176,103.47816800000001,103.1618388888889,103.8985,102.90224444444443,103.26168297872341
2025-11-04,103.05551666666668,103.26605,102.72017647058823,103.40107599999999,103.12972777777777,103.78252857142857,102.88139166666667,103.1913659574468
2025-11-05,102.99891666666667,103.23447352941176,102.6829088235294,103.44051999999999,103.19946666666667,103.77718571428571,102.8739638888889,103.1666085106383
2025-11-06,102.94318333333332,103.19616470588235,102.63649411764706,103.408456,103.18541666666665,103.74839999999999,102.85004722222223,103.10794255319149
2025-11-07,102.94147916666667,103.1792,102.6290705882353,103.373732,103.17221111111111,103.69512857142857,102.83385555555554,103.07057021276594
2025-11-08,102.8571,103.17081470588235,102.60519411764706,103.342084,103.13024444444444,103.64624285714285,102.78936944444445,103.02800425531915
2025-11-09,100.00817916666666,100.21966470588235,99.62385882352942,100.30422399999999,100.33319999999999,100.61478571428572,99.84617777777777,100.10009787234043
2025-11-10,97.17554166666667,97.31002058823529,96.85381764705883,97.61952,97.63686666666666,97.84181428571428,96.94828888888888,97.35522340425531
2025-11-11,94.5308,94.46996470588235,93.99672352941175,94.823972,94.96697222222222,95.08301428571428,94.20034166666667,94.56354042553191
2025-11-12,101.93354166666667,101.78304705882353,101.3220588235294,102.264892,102.41311666666667,102.84462857142857,101.75040277777778,102.05527234042552
2025-11-13,109.5947,109.66403529411765,109.00857352941178,110.044228,110.5225,110.60002857142857,109.76486666666668,109.66331063829786
2025-11-14,118.06547916666666,118.18017058823528,117.44266176470587,118.37214,118.48788333333333,119.08451428571428,118.04065555555556,117.93923191489361
2025-11-15,117.7395125,117.88453823529412,117.17004411764707,118.00988,118.06604444444444,118.8727,117.77899444444445,117.6880085106383
2025-11-16,117.35975416666668,117.63408823529413,116.87146764705882,117.620568,117.74122222222223,118.6381142857143,117.53348333333332,117.33340425531915
2025-11-17,117.08626666666667,117.32090588235295,116.61957647058823,117.268536,117.38292222222223,118.13124285714285,117.23235555555556,117.09828936170213
2025-11-18,116.8827875,117.01524705882353,116.33447647058823,116.981492,117.05509999999998,117.71261428571428,116.79431666666667,116.74246808510638
2025-11-19,116.669325,116.82248823529412,115.99463823529412,116.69775600000001,116.78587777777778,117.58384285714286,116.53524166666665,116.35839361702128
2025-11-20,116.35067916666667,116.63792058823529,115.79787352941176,116.29802799999999,116.43134444444445,117.36432857142857,116.1906777777778,116.11354893617022
2025-11-21,116.27532500000001,116.30101176470588,115.55506764705882,116.078736,116.15327777777777,117.24315714285714,115.92998888888889,115.84504468085106
2025-11-22,116.10470416666668,116.05548235294117,115.31661470588236,115.82131600000001,115.89327777777778,116.83318571428572,115.72118055555555,115.51884893617022
2025-11-23,115.72868333333334,115.88583823529412,115.0699617647059,115.481092,115.59125,116.59731428571429,115.48369722222222,115.23684042553192
2025-11-24,115.4325625,115.6549205882353,114.70837352941176,115.249076,115.36816111111112,116.31564285714286,115.28169166666667,114.97632978723404
2025-11-25,115.18557916666667,115.35079705882353,114.45858235294118,114.93286,115.08091666666665,115.94725714285714,114.92628611111111,114.68752553191489
2025-11-26,114.89221666666667,115.1019705882353,114.22703235294118,114.731576,114.88487222222223,115.80961428571429,114.64822222222223,114.40753191489361
2025-11-27,114.67306666666667,114.86823529411765,113.93962058823529,114.39132799999999,114.74496666666667,115.54650000000001,114.43837500000001,114.17962978723405
2025-11-28,114.46649166666667,114.68641470588236,113.8417617647059,114.19995999999999,114.5982888888889,115.3364,114.24407777777778,113.98426170212765
2025-11-29,114.26065,114.5472617647059,113.74826176470589,114.008448,114.40103333333334,115.19022857142856,114.07810277777779,113.86929574468084
2025-11-30,114.06479999999999,114.37285294117648,113.57432941176471,113.911328,114.26327777777777,114.90507142857143,113.91385833333334,113.77390425531914
2025-12-01,113.87624583333333,114.2788294117647,113.43714117647059,113.841576,114.21145555555556,114.55717142857144,113.82359166666667,113.5673659574468
2025-12-02,113.67502916666666,114.11351764705881,113.13957647058824,113.68658799999999,113.92800555555556,114.28465714285714,113.69867777777777,113.4313
2025-12-03,113.49175000000001,113.91434117647059,112.90390294117647,113.500312,113.78247777777779,114.01348571428571,113.4930638888889,113.26269361702127
2025-12-04,113.37467500000001,113.73026470588236,112.74890294117647,113.24782800000001,113.64492777777778,114.08038571428571,113.403475,113.12371276595745
2025-12-05,113.24953333333333,113.59022647058823,112.65734705882353,113.135624,113.45148888888889,113.97961428571429,113.29853333333332,112.97499787234042
2025-12-06,113.14127083333334,113.46871176470589,112.50307647058824,113.059408,113.35683888888889,113.74898571428571,113.15308611111112,112.83494042553191
2025-12-07,112.96389583333332,113.31681176470589,112.40749705882352,112.962284,113.20664444444444,113.63748571428572,113.03958333333334,112.63191063829788
